Name,SMILES,PubChemID,CPE CLASS,IUPAC NAME,CAS,CAS (cactus),logKp,Reference,Total Molweight,cLogP,cLogS,H-Acceptors,H-Donors,Polar Surface Area,Rotatable Bonds,Aromatic Rings,sp3-Atoms,Drug status,DRUGBANK,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8 (SCAFFOLD name),Scaffold SMILES
Alkylbenzyl sulfonic acid,CCCCCCCCCCC(C)C1=CC=C(C=C1)S(=O)(=O)[O-].[Na+],23691965,SURF,sodium 4-(dodecan-2-yl)benzene-1-sulfonate,2211-99-6,"2211-99-6,42615-29-2",,"Som, I., Bhatia, K., & Yasir, M. (2012). Status of surfactants as penetration enhancers in transdermal drug delivery. Journal of pharmacy & bioallied sciences, 4(1), 2.",348.481,3.4593,-3.523,3,0,65.58,11,1,14,,,,,,,,,acidic oxygen,Benzene,c1ccccc1
L-beta-Oleoyl-gamma-palmitoyl-alpha-lecithin,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCCCCCCCC,5497103,SURF,(2-{[3-(hexadecanoyloxy)-2-(octadec-9-enoyloxy)propyl phosphonato]oxy}ethyl)trimethylazanium,26853-31-6,NA,,"Ghafourian, T., Nokhodchi, A., & Kaialy, W. (2015). Surfactants as penetration enhancers for dermal and transdermal drug delivery. In Percutaneous penetration enhancers chemical methods in penetration enhancement (pp. 207-230). Springer, Berlin, Heidelberg.",760.086,6.6157,-6.666,9,0,121.0,41,0,45,investigational,DB05456,,amine,alkyl-amine,,,,acidic oxygen,,
Viscosin,CCCCCCCC(CC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC1C(OC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)C(C)C)CC(C)C)CO)CC(C)C)CO)C(C)CC)C)O,72937,SURF,"4-{[3-(butan-2-yl)-6,12-bis(hydroxymethyl)-22-methyl-9,15-bis(2-methylpropyl)-2,5,8,11,14,17,20-heptaoxo-18-(propan-2-yl)-1-oxa-4,7,10,13,16,19-hexaazacyclodocosan-21-yl]carbamoyl}-4-[2-(3-hydroxydecanamido)-4-methylpentanamido]butanoic acid",27127-62-4,NA,,"Banat, I. M., Makkar, R. S., & Cameotra, S. S. (2000). Potential commercial applications of microbial surfactants. Applied microbiology and biotechnology, 53(5), 495-508.",1126.4,0.4778,-6.108,25,13,386.19,27,0,48,,,amide,,,,,,acidic oxygen,,O=C1CCOC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1
"1,3-didodecylurea",CCCCCCCCCCCCNC(=O)NCCCCCCCCCCCC,533921,SURF,"1,3-didodecylurea",3542-20-9,NA,,"Williams, A. C. (2015). Urea and derivatives as penetration enhancers. In Percutaneous penetration enhancers chemical methods in penetration enhancement (pp. 301-308). Springer, Berlin, Heidelberg.",396.70099999999996,9.2842,-6.63,3,2,41.13,22,0,24,,,amide,,,,,,,,
Cocamidopropyl betaine,CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-],20280,SURF,2-[(3-dodecanamidopropyl)dimethylazaniumyl]acetate,4292-10-8,"4292-10-8,5437-10-5,65277-51-2",,"Pandey, A., Mittal, A., Chauhan, N., & Alam, S. (2014). Role of surfactants as penetration enhancer in transdermal drug delivery system. J Mol Pharm Org Process Res, 2(113), 2-7.",342.522,-1.531,-2.354,5,1,69.23,16,0,19,,,amide,amine,alkyl-amine,,,,acidic oxygen,,
Dodecyl benzene sulfonic acid,CCCCCCCCCCCCC1=CC=CC=C1S(=O)(=O)O,25457,SURF,2-dodecylbenzene-1-sulfonic acid,47221-31-8,47221-31-8,,"Imura, T., Morita, T., Fukuoka, T., Ryu, M., Igarashi, K., Hirata, Y., & Kitamoto, D. (2014). Spontaneous vesicle formation from sodium salt of acidic sophorolipid and its application as a skin penetration enhancer. Journal of Oleo Science, ess13117.",326.499,4.7338,-3.425,3,1,62.75,12,1,14,,,,,,,,,acidic oxygen,Benzene,c1ccccc1
"N,N-Dimethylhexanamide",CCCCCC(=O)N(C)C,22084,SURF,"N,N-dimethylhexanamide",5830-30-8,5830-30-8,,"Li, S. K., & Higuchi, W. I. (2015). Quantitative structure–enhancement relationship and the microenvironment of the enhancer site of action. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 55-67). Springer, Berlin, Heidelberg.",143.22899999999998,1.7387,-1.169,2,0,20.31,4,0,7,,,amide,,,,,,,,
"N,N-Dimethylnonanamide",CCCCCCCCC(=O)N(C)C,138694,SURF,"N,N-dimethylnonanamide",6225-08-7,07.08.6225,,"Li, S. K., & Higuchi, W. I. (2015). Quantitative structure–enhancement relationship and the microenvironment of the enhancer site of action. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 55-67). Springer, Berlin, Heidelberg.",185.31,3.1019,-1.979,2,0,20.31,7,0,10,,,amide,,,,,,,,
1-dodecyl-3- phenylthiourea,CCCCCCCCCCCCNC(=S)NC1=CC=CC=C1,2758732,SURF,3-dodecyl-1-phenylthiourea,63980-78-9,NA,,"Williams, A. C. (2015). Urea and derivatives as penetration enhancers. In Percutaneous penetration enhancers chemical methods in penetration enhancement (pp. 301-308). Springer, Berlin, Heidelberg.",320.543,6.4393,-5.221,2,2,56.15,12,1,13,,,,,,,,,,Benzene,c1ccccc1
1-dodecyl-3-methylthiourea,CCCCCCCCCCCCNC(=S)NC,5151745,SURF,1-dodecyl-3-methylthiourea,6430-76-8,6430-76-8,,"Williams, A. C. (2015). Urea and derivatives as penetration enhancers. In Percutaneous penetration enhancers chemical methods in penetration enhancement (pp. 301-308). Springer, Berlin, Heidelberg.",258.472,4.7306,-3.714,2,2,56.15,11,0,14,,,,,,,,,,,
Cetrimonium,CCCCCCCCCCCCCCCC[N+](C)(C)C,2681,SURF,hexadecyltrimethylazanium,6899-10-1,NA,,"Monti, D., Chetoni, P., Burgalassi, S., Najarro, M., & Saettone, M. F. (2002). Increased corneal hydration induced by potential ocular penetration enhancers: assessment by differential scanning calorimetry (DSC) and by desiccation. International journal of pharmaceutics, 232(1-2), 139-147.",284.54900000000004,3.6945,-3.622,1,0,0.0,15,0,20,approved,DB01718,,amine,alkyl-amine,,,,,,
Dodecyl maltoside,CCCCCCCCCCCCOC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)O,114880,SURF,"2-{[6-(dodecyloxy)-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol",69227-93-6,NA,,"Kim, E., Lee, J., Lee, S. R., Jung, H. J., Kim, H. S., Jung, K., ... & Suh, A. J. The Permeability Enhancement Capability of Sodium Lauryl Sulfate and Dodecyl Maltoside Across The Dermal Tissue of L. Terrestris.",510.61800000000005,0.9203,-2.577,11,7,178.53,16,0,35,experimental,DB02686,,,,,,,,,C1CCC(OC2CCCOC2)OC1
Diarachidoyl phosphatidylcholine,CCCCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC,10169785,SURF,"(2-{[2,3-bis(icosanoyloxy)propyl phosphonato]oxy}ethyl)trimethylazanium",71259-34-2,NA,,"Dragicevic, N., Atkinson, J. P., & Maibach, H. I. (2015). Chemical penetration enhancers: classification and mode of action. In Percutaneous penetration enhancers chemical methods in penetration enhancement (pp. 11-27). Springer, Berlin, Heidelberg.",846.263,9.5943,-8.514,9,0,121.0,48,0,53,approved; investigational; withdrawn,DB09114,,amine,alkyl-amine,,,,acidic oxygen,,
4-decyloxazolidin-2-one,CCCCCCCCCCC1COC(=O)N1,10220190,SURF,"4-decyl-1,3-oxazolidin-2-one",7693-82-5,NA,,"Dragicevic, N., Atkinson, J. P., & Maibach, H. I. (2015). Chemical penetration enhancers: classification and mode of action. In Percutaneous penetration enhancers chemical methods in penetration enhancement (pp. 11-27). Springer, Berlin, Heidelberg.",227.347,4.1983,-3.72,3,1,38.33,9,0,13,,,,,,,,,,2-Oxazolidinone,O=C1NCCO1
Cetylpyridinium chloride,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1,2683,SURF,1-hexadecylpyridin-1-ium,7773-52-6,7773-52-6,,"Monti, D., Egiziano, E., Burgalassi, S., Tampucci, S., Terreni, E., Tivegna, S., & Chetoni, P. (2018). Influence of a combination of chemical enhancers and iontophoresis on in vitro transungual permeation of nystatin. AAPS PharmSciTech, 19(4), 1574-1581.",304.54,3.3527,-4.269,1,0,3.88,15,1,16,approved,DB11073,,,,,aromatic nitrogen,,,,c1cc[nH+]cc1
Cetomacrogol,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,2724259,SURF,"3,6,9,12,15,18,21,24,27,30,33,36,39,42,45,48,51,54,57,60-icosaoxahexaheptacontan-1-ol",9004-95-9,NA,,"Patel, A., Bell, M., O’Connor, C., Inchley, A., Wibawa, J., & Lane, M. E. (2013). Delivery of ibuprofen to the skin. International journal of pharmaceutics, 457(1), 9-13.",1123.5,4.5621,-2.677,21,1,204.83,74,0,77,experimental,DB04233,,,,,,,,,
Polysorbate 40 [USAN:INN:BAN:NF],CCCCCCCCCCCC(=O)OCCOCC(C1C(C(CO1)OCCO)OCCO)OCCO,92329579,SURF,"2-{2-[3,4-bis(2-hydroxyethoxy)oxolan-2-yl]-2-(2-hydroxyethoxy)ethoxy}ethyl dodecanoate",9005-66-7,"9005-67-8,9005-64-5,9005-66-7",,"Pandey, A., Mittal, A., Chauhan, N., & Alam, S. (2014). Role of surfactants as penetration enhancer in transdermal drug delivery system. J Mol Pharm Org Process Res, 2(113), 2-7.",522.673,2.331,-2.7289999999999996,10,3,133.14,26,0,34,,,,,,,,,,Tetrahydrofuran,C1CCOC1
Benzyldimethyloctylammonium Chloride,CCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],13740,SURF,benzyldimethyloctylazanium chloride,959-55-7,959-55-7,,"Dragicevic, N., Atkinson, J. P., & Maibach, H. I. (2015). Chemical penetration enhancers: classification and mode of action. In Percutaneous penetration enhancers chemical methods in penetration enhancement (pp. 11-27). Springer, Berlin, Heidelberg.",283.885,1.4774,-2.785,1,0,0.0,9,1,12,approved,DB11583,,amine,alkyl-amine,,,,,Benzene,c1ccccc1
cyclohexanemethanol,OCC1CCCCC1,7507,TERP,cyclohexylmethanol,100-49-2,100-49-2,-3.48,"LIFENG, K. (2006). Skin permeation enhancement by terpenes for transdermal drug delivery (Doctoral dissertation).",114.18700000000001,1.3946,-1.8030000000000002,1,1,20.23,1,0,8,,,,,,,,,,Cyclohexane,C1CCCCC1
menthone,CC(C)C1CCC(C)CC1=O,6986,TERP,5-methyl-2-(propan-2-yl)cyclohexan-1-one,10458-14-7,"17627-49-5,7786-64-3,89-80-5,36977-92-1,491-07-6,10458-14-7,39307-52-3,1074-95-9",-3.83,"LIFENG, K. (2006). Skin permeation enhancement by terpenes for transdermal drug delivery (Doctoral dissertation).",154.252,2.5549,-2.552,1,0,17.07,1,0,9,,,,,,,,,,Cyclohexanon,O=C1CCCCC1
β-citronellol,C[C@@H](CCO)CCC=C(C)C,101977,TERP,"(3R)-3,7-dimethyloct-6-en-1-ol",106-22-9,"106-22-9,1117-61-9",-2.97,"LIFENG, K. (2006). Skin permeation enhancement by terpenes for transdermal drug delivery (Doctoral dissertation).",156.268,3.3494,-2.153,1,1,20.23,5,0,9,,,,,,,,,,,
geraniol,CC(C)=CCC\C(C)=C\CO,637566,TERP,"(2E)-3,7-dimethylocta-2,6-dien-1-ol",106-24-1,"624-15-7,106-24-1,8007-13-4,68311-14-8",-3.22,"LIFENG, K. (2006). Skin permeation enhancement by terpenes for transdermal drug delivery (Doctoral dissertation).",154.252,3.4853,-1.889,1,1,20.23,4,0,7,experimental,DB02509,,,,,,,,,
nerol,CC(C)=CCC\C(C)=C/CO,643820,TERP,"(2Z)-3,7-dimethylocta-2,6-dien-1-ol",106-25-2,106-25-2,-3.39,"LIFENG, K. (2006). Skin permeation enhancement by terpenes for transdermal drug delivery (Doctoral dissertation).",154.252,3.4853,-1.889,1,1,20.23,4,0,7,experimental,DB02509,,,,,,,,,
squalene,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,638072,TERP,"(6E,10E,14E,18E)-2,6,10,15,19,23-hexamethyltetracosa-2,6,10,14,18,22-hexaene",111-02-4,"111-02-4,94016-35-0,7683-64-9",-3.65,"LIFENG, K. (2006). Skin permeation enhancement by terpenes for transdermal drug delivery (Doctoral dissertation).",410.727,13.099,-6.3,0,0,0.0,15,0,18,vet_approved,DB11460,,,,,,,,,
(-)-isolongifolol,C[C@@]12CCCC([C@@H]3[C@H]1CC[C@@H]3[C@@H]2CO)(C)C,16217350,TERP,"[(1R,2S,7R,8S,9S)-3,3,7-trimethyltricyclo[5.4.0.0²,⁹]undecan-8-yl]methanol",1139-17-9,NA,-3.62,"LIFENG, K. (2006). Skin permeation enhancement by terpenes for transdermal drug delivery (Doctoral dissertation).",222.37,3.1597,-3.3989999999999996,1,1,20.23,1,0,16,,,,,,,,,,,C1CC[C@@H]2[C@H]3CC[C@@H]2CC3C1
(-)-caryophyllene oxide,C[C@@]12CC[C@@H]3[C@H](CC3(C)C)C(=C)CC[C@H]1O2,1742210,TERP,"(1R,4R,6R,10S)-4,12,12-trimethyl-9-methylidene-5-oxatricyclo[8.2.0.0⁴,⁶]dodecane",1139-30-6,NA,-2.65,"LIFENG, K. (2006). Skin permeation enhancement by terpenes for transdermal drug delivery (Doctoral dissertation).",220.355,4.0553,-3.5580000000000003,1,0,12.53,0,0,14,,,,,,,,,,,C=C1CC[C@H]2OC2CC[C@H]2CC[C@H]12
octisalate,CCCCC(CC)COC(=O)C1=CC=CC=C1O,8364,TERP,2-ethylhexyl 2-hydroxybenzoate,118-60-5,"118-60-5,8014-40-2",-2.25,"LIFENG, K. (2006). Skin permeation enhancement by terpenes for transdermal drug delivery (Doctoral dissertation).",250.33700000000002,4.1235,-3.2710000000000004,3,1,46.53,8,1,10,approved; investigational,DB11062,,,,,,,,Benzene,c1ccccc1
Fenchone,CC1(C2CCC(C2)(C1=O)C)C,14525,TERP,"1,3,3-trimethylbicyclo[2.2.1]heptan-2-one",1195-79-5,"18492-37-0,126-21-6,1195-79-5",,"Kanikkannan, N., & Babu, R. J. (2015). Structure-activity relationship of chemical penetration enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 39-54). Springer, Berlin, Heidelberg.",152.236,2.1793,-2.452,1,0,17.07,0,0,9,,,,,,,,,,,O=C1CC2CCC1C2
Limonene oxide,CC(=C)C1CCC2(C(C1)O2)C,91496,TERP,1-methyl-4-(prop-1-en-2-yl)-7-oxabicyclo[4.1.0]heptane,1195-92-2,"10008-60-3,31326-91-7,98240-20-1",,"Kanikkannan, N., & Babu, R. J. (2015). Structure-activity relationship of chemical penetration enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 39-54). Springer, Berlin, Heidelberg.",152.236,2.3448,-2.435,1,0,12.53,1,0,9,experimental,DB02924,,,,,,,,,C1CCC2OC2C1
myrcene,CC(C)=CCCC(=C)C=C,31253,TERP,"7-methyl-3-methylideneocta-1,6-diene",123-35-3,"123-35-3,2153-31-3",-2.19,"LIFENG, K. (2006). Skin permeation enhancement by terpenes for transdermal drug delivery (Doctoral dissertation).",136.237,4.2932,-2.502,0,0,0.0,4,0,4,,,,,,,,,,,
Pulegone,CC1CCC(=C(C)C)C(=O)C1,6988,TERP,5-methyl-2-(propan-2-ylidene)cyclohexan-1-one,15932-80-6,"90449-51-7,15932-80-6,3285-04-9",,"Kanikkannan, N., & Babu, R. J. (2015). Structure-activity relationship of chemical penetration enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 39-54). Springer, Berlin, Heidelberg.",152.236,2.8501,-2.252,1,0,17.07,0,0,7,,,,,,,,,,,C=C1CCCCC1=O
Pinene oxide,CC1(C2CC1C3(C(C2)O3)C)C,91508,TERP,"2,7,7-trimethyl-3-oxatricyclo[4.1.1.0²,⁴]octane",1686-14-2,"25488-94-2,32162-27-9,1686-14-2,74525-43-2",,"Kanikkannan, N., & Babu, R. J. (2015). Structure-activity relationship of chemical penetration enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 39-54). Springer, Berlin, Heidelberg.",152.236,1.7044,-2.415,1,0,12.53,0,0,11,,,,,,,,,,,C1C2CC1C1OC1C2
(S)-(-)-perillaldehyde,CC(=C)[C@H]1CCC(=CC1)C=O,2724159,TERP,(4S)-4-(prop-1-en-2-yl)cyclohex-1-ene-1-carbaldehyde,18031-40-8,NA,-2.86,"LIFENG, K. (2006). Skin permeation enhancement by terpenes for transdermal drug delivery (Doctoral dissertation).",150.22,2.2224,-2.247,1,0,17.07,2,0,5,,,,,,,,,,,C1=CCCCC1
(-)-dihydrocarveol,C[C@@H]1CC[C@H](C[C@H]1O)C(C)=C,443163,TERP,"(1R,2R,5R)-2-methyl-5-(prop-1-en-2-yl)cyclohexan-1-ol",20549-47-7,NA,-3.89,"LIFENG, K. (2006). Skin permeation enhancement by terpenes for transdermal drug delivery (Doctoral dissertation).",154.252,2.6138,-2.404,1,1,20.23,1,0,9,,,,,,,,,,Cyclohexane,C1CCCCC1
(+)-dihydrocarveol,C[C@H]1CC[C@@H](C[C@@H]1O)C(C)=C,89755,TERP,"(1S,2S,5S)-2-methyl-5-(prop-1-en-2-yl)cyclohexan-1-ol",22567-21-1,22567-21-1,-3.77,"LIFENG, K. (2006). Skin permeation enhancement by terpenes for transdermal drug delivery (Doctoral dissertation).",154.252,2.6138,-2.404,1,1,20.23,1,0,9,,,,,,,,,,Cyclohexane,C1CCCCC1
alpha Pinene,CC1=CCC2CC1C2(C)C,6654,TERP,"2,6,6-trimethylbicyclo[3.1.1]hept-2-ene",25766-18-1,"53569-35-0,56833-58-0,67762-73-6,68411-25-6,102640-64-2,103657-08-5,25766-18-1,39388-04-0,39423-40-0,50815-61-7,2437-95-8,80-56-8,57762-87-5,72510-05-5",,"Kanikkannan, N., & Babu, R. J. (2015). Structure-activity relationship of chemical penetration enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 39-54). Springer, Berlin, Heidelberg.",136.237,2.721,-2.519,0,0,0.0,0,0,8,experimental,DB15573,,,,,,,,,C1=CC2CC(C1)C2
7-Oxabicylo- (2-2-1)heptane,C1CC2CCC1O2,9234,TERP,7-oxabicyclo[2.2.1]heptane,279-49-2,279-49-2,,"Kanikkannan, N., & Babu, R. J. (2015). Structure-activity relationship of chemical penetration enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 39-54). Springer, Berlin, Heidelberg.",98.1444,0.9022,-1.8330000000000002,1,0,9.23,0,0,7,,,,,,,,,,,C1CC2CCC1O2
Cyclopentene oxide,C1CC2C(C1)O2,9244,TERP,6-oxabicyclo[3.1.0]hexane,285-67-6,"117193-12-1,149827-17-8,285-67-6",,"Kanikkannan, N., & Babu, R. J. (2015). Structure-activity relationship of chemical penetration enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 39-54). Springer, Berlin, Heidelberg.",84.1175,0.5602,-1.5630000000000002,1,0,12.53,0,0,6,,,,,,,,,,,C1CC2OC2C1
retinoic acid,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O,444795,TERP,"(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraenoic acid",302-79-4,"5300-03-8,302-79-4,56573-65-0,7005-78-9",-4.7,"LIFENG, K. (2006). Skin permeation enhancement by terpenes for transdermal drug delivery (Doctoral dissertation).",300.44,5.8207,-3.478,2,1,37.3,5,0,10,approved; investigational,DB00523,,,,,,,acidic oxygen,,C1=CCCCC1
farnesol,CC(C)=CCCC(C)=CCCC(C)=CCO,3327,TERP,"3,7,11-trimethyldodeca-2,6,10-trien-1-ol",4602-84-0,NA,-2.79,"LIFENG, K. (2006). Skin permeation enhancement by terpenes for transdermal drug delivery (Doctoral dissertation).",222.37,5.6571,-2.865,1,1,20.23,7,0,10,experimental,DB02509,,,,,,,,,
(-)-α-cedrene,C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@@]12CC=C3C,6431015,TERP,"(1S,2R,5S,7S)-2,6,6,8-tetramethyltricyclo[5.3.1.0¹,⁵]undec-8-ene",469-61-4,NA,-2.92,"LIFENG, K. (2006). Skin permeation enhancement by terpenes for transdermal drug delivery (Doctoral dissertation).",204.356,3.9819,-3.642,0,0,0.0,0,0,13,,,,,,,,,,,C1=C[C@H]2C[C@@H]3CCC[C@]3(C1)C2
EUCALYPTOL,CC1(C2CCC(O1)(CC2)C)C,2758,TERP,"1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane",470-82-6,"470-82-6,10458-11-4,8024-52-0,8024-53-1",,"Dragicevic, N., Atkinson, J. P., & Maibach, H. I. (2015). Chemical penetration enhancers: classification and mode of action. In Percutaneous penetration enhancers chemical methods in penetration enhancement (pp. 11-27). Springer, Berlin, Heidelberg.",154.252,2.1095,-2.481,1,0,9.23,0,0,11,experimental; nutraceutical,DB03852,,,,,,,,,C1CC2CCC1CO2
(+)-longifolene,C[C@]12CCCC(C)(C)[C@H]3[C@H](CC[C@@H]13)C2=C,1796220,TERP,"(1R,2S,7S,9S)-3,3,7-trimethyl-8-methylidenetricyclo[5.4.0.0²,⁹]undecane",475-20-7,NA,-3.25,"LIFENG, K. (2006). Skin permeation enhancement by terpenes for transdermal drug delivery (Doctoral dissertation).",204.356,4.0602,-3.8089999999999997,0,0,0.0,0,0,13,,,,,,,,,,,C=C1C2CCCC[C@H]3[C@@H]1CC[C@@H]23
(-)-α-santonin,C[C@H]1[C@@H]2CC[C@@]3(C)C=CC(=O)C(C)=C3[C@H]2OC1=O,221071,TERP,"(3S,3aS,5aS,9bS)-3,5a,9-trimethyl-2H,3H,3aH,4H,5H,5aH,8H,9bH-naphtho[1,2-b]furan-2,8-dione",481-06-1,481-06-1,-3.44,"LIFENG, K. (2006). Skin permeation enhancement by terpenes for transdermal drug delivery (Doctoral dissertation).",246.305,1.8467,-2.7039999999999997,3,0,43.37,0,0,10,,,,,,,,,,,O=C1C=CC2CC[C@H]3CC(=O)O[C@@H]3C2=C1
(+)-aromadendrene,C[C@@H]1CC[C@@H]2[C@@H]1[C@H]3[C@H](C3(C)C)CCC2=C,11095734,TERP,"(1aR,4aR,7R,7aR,7bS)-1,1,7-trimethyl-4-methylidene-decahydro-1H-cyclopropa[e]azulene",489-39-4,NA,-3.17,"LIFENG, K. (2006). Skin permeation enhancement by terpenes for transdermal drug delivery (Doctoral dissertation).",204.356,3.998,-3.792,0,0,0.0,0,0,13,,,,,,,,,,,C=C1CC[C@H]2C[C@H]2[C@@H]2CCC[C@@H]12
(-)-guaiol,C[C@H]1CC[C@H](CC2=C1CC[C@@H]2C)C(C)(C)O,227829,TERP,"2-[(3S,5R,8S)-3,8-dimethyl-1,2,3,4,5,6,7,8-octahydroazulen-5-yl]propan-2-ol",489-86-1,489-86-1,-3.54,"LIFENG, K. (2006). Skin permeation enhancement by terpenes for transdermal drug delivery (Doctoral dissertation).",222.37,3.6689,-3.2560000000000002,1,1,20.23,1,0,14,,,,,,,,,,,C1CCC2=C(CC1)CCC2
carvacrol,CC(C)C1=CC=C(C)C(O)=C1,10364,TERP,2-methyl-5-(propan-2-yl)phenol,499-75-2,499-75-2,-3.77,"LIFENG, K. (2006). Skin permeation enhancement by terpenes for transdermal drug delivery (Doctoral dissertation).",150.22,2.8448,-2.535,1,1,20.23,1,1,5,,,,,,,,,,Benzene,c1ccccc1
ocimene,CC(=C)CC\C=C(/C)C=C,5320249,TERP,"(3E)-3,7-dimethylocta-1,3,7-triene",502-99-8,502-99-8,-2.36,"LIFENG, K. (2006). Skin permeation enhancement by terpenes for transdermal drug delivery (Doctoral dissertation).",136.237,4.2932,-2.502,0,0,0.0,4,0,4,,,,,,,,,,,
eucarvone,CC1=CC=CC(C)(C)CC1=O,136330,TERP,"2,6,6-trimethylcyclohepta-2,4-dien-1-one",503-93-5,503-93-5,-3.33,"LIFENG, K. (2006). Skin permeation enhancement by terpenes for transdermal drug delivery (Doctoral dissertation).",150.22,2.1758,-2.077,1,0,17.07,0,0,5,,,,,,,,,,,O=C1C=CC=CCC1
Ascaridole,CC(C)C12CCC(C=C1)(OO2)C,10545,TERP,"1-methyl-4-(propan-2-yl)-2,3-dioxabicyclo[2.2.2]oct-5-ene",512-85-6,512-85-6,,"Kanikkannan, N., & Babu, R. J. (2015). Structure-activity relationship of chemical penetration enhancers. In Percutaneous Penetration Enhancers Chemical Methods in Penetration Enhancement (pp. 39-54). Springer, Berlin, Heidelberg.",168.235,2.3961,-2.454,2,0,18.46,1,0,10,,,,,,,,,,,C1=CC2CCC1OO2
(1R)-(-)-myrtenol,CC1(C)C2CC1C(CO)=CC2,10582,TERP,"{6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl}methanol",515-00-4,"19250-18-1,6712-78-3,111957-74-5,515-00-4",-2.63,"LIFENG, K. (2006). Skin permeation enhancement by terpenes for transdermal drug delivery (Doctoral dissertation).",152.236,1.7943,-2.012,1,1,20.23,1,0,9,,,,,,,,,,,C1=CC2CC(C1)C2
(±)-α-bisabolol,CC1=CCC(CC1)C(C)(CCC=C(C)C)O,10586,TERP,6-methyl-2-(4-methylcyclohex-3-en-1-yl)hept-5-en-2-ol,515-69-5,"21090-60-8,25428-43-7,63601-23-0,67375-41-1",-2.18,"LIFENG, K. (2006). Skin permeation enhancement by terpenes for transdermal drug delivery (Doctoral dissertation).",222.37,4.4711,-3.162,1,1,20.23,4,0,12,approved; experimental,DB13153,,,,,,,,,C1=CCCCC1
citral,CC(C)=CCC\C(C)=C\C=O,638011,TERP,"(2E)-3,7-dimethylocta-2,6-dienal",5392-40-5,"37350-34-8,8022-94-4,96680-15-8,141-27-5,5392-40-5",-2.22,"LIFENG, K. (2006). Skin permeation enhancement by terpenes for transdermal drug delivery (Doctoral dissertation).",152.236,3.273,-2.104,1,0,17.07,4,0,5,,,,,,,,,,,
(+)-β-cedrene,C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@@]12CCC3=C,11106485,TERP,"(1S,2R,5S,7S)-2,6,6-trimethyl-8-methylidenetricyclo[5.3.1.0¹,⁵]undecane",546-28-1,NA,-2.9,"LIFENG, K. (2006). Skin permeation enhancement by terpenes for transdermal drug delivery (Doctoral dissertation).",204.356,4.0602,-3.8089999999999997,0,0,0.0,0,0,13,,,,,,,,,,,C=C1CC[C@]23CCC[C@H]2C[C@H]1C3
(-)-α-thujone,CC(C)[C@@]12C[C@@H]1[C@@H](C)C(=O)C2,261491,TERP,"(1S,4R,5R)-4-methyl-1-(propan-2-yl)bicyclo[3.1.0]hexan-3-one",546-80-5,"546-80-5,59573-80-7",-3.75,"LIFENG, K. (2006). Skin permeation enhancement by terpenes for transdermal drug delivery (Doctoral dissertation).",152.236,2.1785,-2.435,1,0,17.07,1,0,9,,,,,,,,,,,O=C1CC2C[C@@H]2C1
